ST_CASE,YEAR,FATALS,PEDS,PERNOTMVIT,VE_TOTAL,VE_FORMS,PVH_INVL,PERSONS,PERMVIT,STATENAME,MONTHNAME,DAYNAME,DAY_WEEKNAME,HOURNAME,MINUTENAME,ROUTENAME,RUR_URBNAME,FUNC_SYSNAME,RD_OWNERNAME,NHSNAME,SP_JURNAME,HARM_EVNAME,MAN_COLLNAME,RELJCT1NAME,RELJCT2NAME,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LGT_CONDNAME,WEATHERNAME,SCH_BUSNAME,RAILNAME,LATITUDE,LONGITUD,COUNTYNAME,CITYNAME
80073,2015,1,1,1,1,1,0,1,1,Colorado,March,8,Sunday,7:00pm-7:59pm,44,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.73780556,-105.0252944,Unknown,Unknown
80074,2015,1,1,1,1,1,0,1,1,Colorado,March,5,Thursday,7:00pm-7:59pm,50,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedalcyclist,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.72726667,-105.0814861,Unknown,Unknown
80075,2015,1,0,0,1,1,0,2,2,Colorado,March,7,Saturday,10:00am-10:59am,45,County Road,Rural,Minor Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Utility Pole/Light Support,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,40.19390556,-104.8857194,Unknown,Unknown
80076,2015,2,0,0,3,3,0,3,3,Colorado,March,10,Tuesday,1:00am-1:59am,55,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,No,Intersection-Related,T-Intersection,On Roadway,,Dark - Not Lighted,Clear,No,Not Applicable,39.74881111,-104.7723889,Unknown,Unknown
80078,2015,1,0,0,1,1,0,1,1,Colorado,March,14,Saturday,3:00am-3:59am,58,State Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Embankment,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,40.17555556,-108.3858333,Unknown,Unknown
80079,2015,1,0,0,1,1,0,1,1,Colorado,March,15,Sunday,1:00am-1:59am,0,State Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Shrubbery,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,39.38020833,-104.7208333,Unknown,Unknown
80080,2015,1,0,0,2,2,0,2,2,Colorado,March,15,Sunday,4:00pm-4:59pm,20,State Highway,Urban,Major Collector,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,40.33408333,-104.8831806,Unknown,Unknown
80081,2015,1,0,0,2,2,0,6,6,Colorado,March,17,Tuesday,0:00am-0:59am,35,County Road,Urban,Principal Arterial - Other,County Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Curb,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Median,,Dark - Lighted,Clear,No,Not Applicable,39.67615278,-104.9030667,Unknown,Unknown
80082,2015,1,0,0,2,2,0,3,3,Colorado,March,17,Tuesday,5:00pm-5:59pm,36,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.79351667,-104.9033528,Unknown,Unknown
80083,2015,1,0,0,2,2,0,3,3,Colorado,March,21,Saturday,12:00pm-12:59pm,5,State Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,No,Intersection-Related,T-Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.37195833,-104.6833833,Unknown,Unknown
80084,2015,1,0,0,2,2,0,3,3,Colorado,March,21,Saturday,12:00pm-12:59pm,30,State Highway,Rural,Major Collector,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,37.22377778,-108.0581778,Unknown,Unknown
80085,2015,2,0,0,2,2,0,6,6,Colorado,March,21,Saturday,5:00pm-5:59pm,8,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,Yes,Through Roadway,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.48098333,-105.3656861,Unknown,Unknown
80086,2015,1,0,0,1,1,0,2,2,Colorado,March,22,Sunday,4:00am-4:59am,53,Local Street - Municipality,Urban,Local,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Tree (Standing Only),Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Median,,Dark - Lighted,Clear,No,Not Applicable,39.64766667,-104.7962222,Unknown,Unknown
80087,2015,1,0,0,1,1,0,1,1,Colorado,March,29,Sunday,2:00am-2:59am,10,Local Street - Municipality,Urban,Major Collector,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Building,Not a Collision with Motor Vehicle In-Transport,No,Intersection-Related,T-Intersection,Outside Trafficway,,Dark - Lighted,Clear,No,Not Applicable,39.78015,-104.9991389,Unknown,Unknown
80088,2015,1,0,0,2,2,0,3,3,Colorado,March,25,Wednesday,8:00pm-8:59pm,0,County Road,Urban,Minor Arterial,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,No,Not Applicable,39.84323611,-105.1634833,Unknown,Unknown
80089,2015,1,0,0,2,2,0,2,2,Colorado,March,29,Sunday,10:00pm-10:59pm,20,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.89402222,-104.9874889,Unknown,Unknown
80090,2015,1,0,0,1,1,0,1,1,Colorado,March,23,Monday,4:00am-4:59am,48,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,39.70044444,-105.2395139,Unknown,Unknown
80091,2015,1,0,0,2,2,0,4,4,Colorado,March,25,Wednesday,6:00pm-6:59pm,11,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Intersection,Four-Way Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.08314167,-108.58945,Unknown,Unknown
80092,2015,1,0,0,1,1,0,1,1,Colorado,March,16,Monday,10:00pm-10:59pm,30,Interstate,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Guardrail End,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,39.73993056,-104.6810417,Unknown,Unknown
80093,2015,1,0,0,3,3,0,3,3,Colorado,March,24,Tuesday,7:00am-7:59am,53,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Rear,Yes,Through Roadway,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.76570556,-104.7903694,Unknown,Unknown
80094,2015,1,0,0,2,2,0,4,4,Colorado,March,25,Wednesday,12:00pm-12:59pm,30,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Snow,No,Not Applicable,38.48919444,-105.2787028,Unknown,Unknown
80095,2015,1,1,1,1,1,0,1,1,Colorado,March,13,Friday,7:00am-7:59am,0,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,Not a Collision with Motor Vehicle In-Transport,No,Intersection,Four-Way Intersection,On Roadway,,Dawn,Clear,No,Not Applicable,39.76201111,-104.9407167,Unknown,Unknown
80096,2015,1,0,0,2,2,0,2,2,Colorado,March,13,Friday,2:00pm-2:59pm,47,Local Street - Municipality,Urban,Major Collector,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.64061111,-105.0042639,Unknown,Unknown
80097,2015,1,0,0,1,1,0,2,2,Colorado,March,28,Saturday,4:00pm-4:59pm,24,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Guardrail Face,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,39.62128056,-105.1963694,Unknown,Unknown
80098,2015,1,0,0,1,1,0,1,1,Colorado,March,28,Saturday,5:00pm-5:59pm,2,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Median,,Daylight,Clear,No,Not Applicable,38.90053889,-104.6355278,Unknown,Unknown
80099,2015,1,1,1,1,1,0,3,3,Colorado,January,2,Friday,7:00pm-7:59pm,58,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,Not a Collision with Motor Vehicle In-Transport,No,Intersection-Related,Four-Way Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,38.83566111,-104.7574889,Unknown,Unknown
80100,2015,1,1,1,1,1,0,1,1,Colorado,January,3,Saturday,11:00pm-11:59pm,31,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,Not a Collision with Motor Vehicle In-Transport,No,Intersection-Related,Four-Way Intersection,On Roadway,,Dark - Lighted,Snow,No,Not Applicable,38.92633333,-104.7194361,Unknown,Unknown
80101,2015,1,1,1,1,1,0,1,1,Colorado,January,12,Monday,9:00am-9:59am,24,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Snow,No,Not Applicable,38.80315833,-104.8223611,Unknown,Unknown
80102,2015,1,1,1,1,1,0,1,1,Colorado,January,22,Thursday,6:00am-6:59am,35,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Pedestrian,Not a Collision with Motor Vehicle In-Transport,No,Intersection-Related,Four-Way Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,40.56719167,-105.0958611,Unknown,Unknown
80103,2015,1,0,0,1,1,0,1,1,Colorado,January,29,Thursday,5:00pm-5:59pm,17,County Road,Rural,Major Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dusk,Clear,No,Not Applicable,39.46305556,-104.4413056,Unknown,Unknown
80104,2015,1,0,0,1,1,0,1,1,Colorado,February,7,Saturday,1:00am-1:59am,9,Local Street - Frontage Road,Rural,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,40.26333333,-104.9795556,Unknown,Unknown
80105,2015,1,0,0,2,2,0,2,2,Colorado,February,11,Wednesday,9:00am-9:59am,14,State Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Front-to-Front,No,Non-Junction,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,38.837625,-104.6612139,Unknown,Unknown
80106,2015,1,1,1,1,1,0,1,1,Colorado,February,17,Tuesday,7:00pm-7:59pm,14,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,38.88086111,-104.7568889,Unknown,Unknown
80107,2015,1,0,0,1,1,0,1,1,Colorado,April,3,Friday,0:00am-0:59am,15,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Concrete Traffic Barrier,Not a Collision with Motor Vehicle In-Transport,Yes,Other location within Interchange Area,Not an Intersection,On Roadside,,Dark - Lighted,Snow,No,Not Applicable,39.78147222,-104.9939306,Unknown,Unknown
80108,2015,1,0,0,1,1,0,1,1,Colorado,April,4,Saturday,1:00am-1:59am,55,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,"Other Post, Other Pole or Other Supports",Not a Collision with Motor Vehicle In-Transport,No,Intersection-Related,Four-Way Intersection,On Median,,Dark - Not Lighted,Clear,No,Not Applicable,40.13077778,-104.8107222,Unknown,Unknown
80109,2015,1,0,0,2,2,0,3,3,Colorado,April,4,Saturday,12:00pm-12:59pm,36,State Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Guardrail Face,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,39.18881944,-108.2447222,Unknown,Unknown
80110,2015,1,0,0,1,1,0,1,1,Colorado,April,5,Sunday,12:00pm-12:59pm,10,State Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Shoulder,,Daylight,Clear,No,Not Applicable,40.69745556,-105.2768194,Unknown,Unknown
80111,2015,1,0,0,1,1,0,1,1,Colorado,April,5,Sunday,9:00pm-9:59pm,45,State Highway,Rural,Major Collector,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Tree (Standing Only),Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,38.46805556,-107.4585944,Unknown,Unknown
80112,2015,1,0,0,1,1,0,2,2,Colorado,April,6,Monday,3:00pm-3:59pm,0,County Road,Rural,Minor Collector,County Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Culvert,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,38.53618333,-105.2219111,Unknown,Unknown
80113,2015,1,0,0,4,4,0,5,5,Colorado,April,1,Wednesday,3:00pm-3:59pm,0,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Guardrail Face,Not a Collision with Motor Vehicle In-Transport,Yes,Other location within Interchange Area,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,39.97246667,-104.9882917,Unknown,Unknown
80114,2015,1,0,0,2,2,0,3,3,Colorado,April,3,Friday,4:00am-4:59am,44,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,Yes,Through Roadway,Not an Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.72497222,-104.8250972,Unknown,Unknown
80115,2015,1,1,1,1,1,0,1,1,Colorado,April,9,Thursday,9:00pm-9:59pm,28,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,Not a Collision with Motor Vehicle In-Transport,No,Intersection-Related,T-Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.70305556,-105.0251111,Unknown,Unknown
80116,2015,1,0,0,2,2,0,2,2,Colorado,April,9,Thursday,5:00pm-5:59pm,4,Local Street - Municipality,Urban,Local,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Driveway Access Related,Not an Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.6184,-105.0897222,Unknown,Unknown
80117,2015,1,0,0,1,1,0,1,1,Colorado,April,10,Friday,5:00pm-5:59pm,12,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,Traffic Sign Support,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Daylight,Clear,No,Not Applicable,40.452825,-104.7501778,Unknown,Unknown
80118,2015,1,0,0,1,1,0,1,1,Colorado,April,10,Friday,8:00pm-8:59pm,0,U.S. Highway,Rural,Minor Arterial,State Highway Agency,This section IS NOT on the NHS,No Special Jurisdiction,"Other Post, Other Pole or Other Supports",Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,No,Not Applicable,40.16666944,-105.2672,Unknown,Unknown
80119,2015,2,0,0,1,1,0,3,3,Colorado,April,11,Saturday,4:00am-4:59am,31,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,Yes,Entrance/Exit Ramp Related,Not an Intersection,On Roadside,,Dark - Lighted,Clear,No,Not Applicable,39.77088889,-104.8278889,Unknown,Unknown
80120,2015,1,0,0,3,3,0,3,3,Colorado,April,11,Saturday,10:00am-10:59am,11,State Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Angle,No,Intersection,Four-Way Intersection,On Roadway,,Daylight,Clear,No,Not Applicable,39.69187222,-105.36405,Unknown,Unknown
80121,2015,1,0,0,2,2,0,3,3,Colorado,April,12,Sunday,2:00am-2:59am,0,Local Street - Municipality,Urban,Principal Arterial - Other,City or Municipal Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Motor Vehicle In-Transport,Sideswipe - Same Direction,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.71910278,-104.9874556,Unknown,Unknown
80122,2015,1,1,1,1,1,0,1,1,Colorado,April,12,Sunday,2:00am-2:59am,44,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Pedestrian,Not a Collision with Motor Vehicle In-Transport,No,Non-Junction,Not an Intersection,On Roadway,,Dark - Lighted,Clear,No,Not Applicable,39.74006111,-104.98205,Unknown,Unknown
80123,2015,1,0,0,1,1,0,1,1,Colorado,April,12,Sunday,6:00am-6:59am,34,Interstate,Urban,Interstate,State Highway Agency,This section IS ON the NHS,No Special Jurisdiction,Curb,Not a Collision with Motor Vehicle In-Transport,Yes,Entrance/Exit Ramp Related,Not an Intersection,Gore,,Dark - Lighted,Clear,No,Not Applicable,39.77816667,-104.9055,Unknown,Unknown
